hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,mean_rmse,std_rmse
10,3,leakyrelu,0.0,True,0.02,0.08239320111406148,0.032927401273771965
10,3,leakyrelu,0.0,True,0.03,0.07425426657916373,0.024704704833383183
10,3,leakyrelu,0.1,True,0.01,0.07145903729826811,0.025018401317404432
10,3,leakyrelu,0.1,True,0.02,0.07663331581394787,0.030736119472090824
10,3,leakyrelu,0.1,True,0.03,0.060503097639049076,0.016704729320358002
10,3,gelu,0.0,True,0.01,0.08296637829281125,0.035606651497511826
10,3,gelu,0.0,True,0.02,0.07127414091544122,0.03156943077188066
10,3,gelu,0.0,True,0.03,0.06277750816868323,0.022427823808496512
10,3,gelu,0.1,True,0.01,0.07670869371146333,0.01902156862531858
10,3,gelu,0.1,True,0.02,0.07640885414328377,0.030593369946690707
10,3,gelu,0.1,True,0.03,0.0699587639174479,0.019790913898303883
10,4,relu,0.0,True,0.01,0.08556441886497737,0.02207247496576317
10,4,relu,0.0,True,0.02,0.06957648420073619,0.022796226801013317
10,4,relu,0.0,True,0.03,0.08642885901017608,0.03341309364407104
10,4,relu,0.1,True,0.01,0.08457369575584936,0.020468124725804226
10,4,relu,0.1,True,0.02,0.07338200869369076,0.017574085860195068
10,4,relu,0.1,True,0.03,0.07373333412108676,0.018607520732929508
10,4,tanh,0.0,True,0.01,0.08895435255739699,0.03253876741214681
10,4,tanh,0.0,True,0.02,0.07496477798468335,0.025143512990399262
10,4,tanh,0.0,True,0.03,0.06634521350288528,0.014421635412663069
10,4,tanh,0.1,True,0.01,0.07451760759053261,0.0188507529803048
10,4,tanh,0.1,True,0.02,0.07035862259734463,0.017828082603511396
10,4,tanh,0.1,True,0.03,0.07039883164923177,0.008582350238555334
10,4,swish,0.0,True,0.01,0.07329262931756221,0.016997774072136786
10,4,swish,0.0,True,0.02,0.06497278848753674,0.02603816166299906
10,4,swish,0.0,True,0.03,0.05755055932877842,0.013236633135245552
10,4,swish,0.1,True,0.01,0.07172840693268535,0.013662398185314976
10,4,swish,0.1,True,0.02,0.06675350079958288,0.023209661451025047
10,4,swish,0.1,True,0.03,0.06542480615946912,0.014102275565222476
10,4,leakyrelu,0.0,True,0.01,0.07866558423647822,0.027795064810303003
10,4,leakyrelu,0.0,True,0.02,0.07740645697361034,0.03111667010369132
10,4,leakyrelu,0.0,True,0.03,0.07570001012873337,0.0305259337477496
10,4,leakyrelu,0.1,True,0.01,0.08925505310372214,0.033220403831265795
10,4,leakyrelu,0.1,True,0.02,0.0773478612732892,0.021819145396652296
10,4,leakyrelu,0.1,True,0.03,0.07520499421963095,0.024422478857905345
10,4,gelu,0.0,True,0.01,0.07614710779604411,0.026523022511741608
10,4,gelu,0.0,True,0.02,0.07694150451073099,0.03348750221544925
10,4,gelu,0.0,True,0.03,0.06852322994453766,0.02738266492613916
